t,success,mid,pmt,pg,sub_type,hr,bank,isFailed,failure_rate
7,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 06,MOBIKWIK,TRUE,0.857142857
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 19,MOBIKWIK,TRUE,1
4,1,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 21,MOBIKWIK,TRUE,0.75
4,1,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 21,MOBIKWIK,TRUE,0.75
2,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 08,MOBIKWIK,TRUE,0.5
4,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 07,MOBIKWIK,TRUE,0.75
10,8,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 09,MOBIKWIK,TRUE,0.2
29,22,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 13,MOBIKWIK,TRUE,0.24137931
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 14,MOBIKWIK,TRUE,1
23,12,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 15,MOBIKWIK,TRUE,0.47826087
4,2,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 23,MOBIKWIK,TRUE,0.5
8,4,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 20,MOBIKWIK,TRUE,0.5
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 05,MOBIKWIK,TRUE,1
4,3,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 21,MOBIKWIK,TRUE,0.25
2,2,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 21,MOBIKWIK,FALSE,0
9,3,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 01,MOBIKWIK,TRUE,0.666666667
2,1,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 21,MOBIKWIK,TRUE,0.5
5,3,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 20,MOBIKWIK,TRUE,0.4
6,5,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 16,MOBIKWIK,TRUE,0.166666667
3,3,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 16,MOBIKWIK,FALSE,0
1,1,purplle.com,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 03,MOBIKWIK,FALSE,0
2,1,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 03,MOBIKWIK,TRUE,0.5
2,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 17,MOBIKWIK,TRUE,0.5
3,3,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 21,MOBIKWIK,FALSE,0
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 06,MOBIKWIK,TRUE,1
2,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 23,MOBIKWIK,TRUE,1
4,2,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 02,MOBIKWIK,TRUE,0.5
1,0,fanfight,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 14,MOBIKWIK,TRUE,1
2,2,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 17,MOBIKWIK,FALSE,0
1,0,purplle.com,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 09,MOBIKWIK,TRUE,1
2,0,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 16,MOBIKWIK,TRUE,1
1,0,fanfight,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 02,MOBIKWIK,TRUE,1
1,1,zivame,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 12,MOBIKWIK,FALSE,0
1,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 16,MOBIKWIK,FALSE,0
1,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 09,MOBIKWIK,FALSE,0
1,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 10,MOBIKWIK,FALSE,0
1,0,fanfight,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 17,MOBIKWIK,TRUE,1
1,1,zivame,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 05,MOBIKWIK,FALSE,0
1,0,purplle.com,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 12,MOBIKWIK,TRUE,1
23,13,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 12,MOBIKWIK,TRUE,0.434782609
1,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 04,MOBIKWIK,FALSE,0
33,12,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 06,MOBIKWIK,TRUE,0.636363636
24,11,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 10,MOBIKWIK,TRUE,0.541666667
21,15,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 09,MOBIKWIK,TRUE,0.285714286
30,13,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 11,MOBIKWIK,TRUE,0.566666667
26,17,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 09,MOBIKWIK,TRUE,0.346153846
10,5,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 06,MOBIKWIK,TRUE,0.5
24,17,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 13,MOBIKWIK,TRUE,0.291666667
17,9,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 14,MOBIKWIK,TRUE,0.470588235
2,1,zivame,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 15,MOBIKWIK,TRUE,0.5
31,16,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 13,MOBIKWIK,TRUE,0.483870968
14,11,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 17,MOBIKWIK,TRUE,0.214285714
23,7,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 13,MOBIKWIK,TRUE,0.695652174
3,2,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 20,MOBIKWIK,TRUE,0.333333333
17,7,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 18,MOBIKWIK,TRUE,0.588235294
8,6,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 12,MOBIKWIK,TRUE,0.25
15,9,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 07,MOBIKWIK,TRUE,0.4
5,1,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 05,MOBIKWIK,TRUE,0.8
2,2,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 16,MOBIKWIK,FALSE,0
4,1,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 19,MOBIKWIK,TRUE,0.75
3,2,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 20,MOBIKWIK,TRUE,0.333333333
18,8,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 08,MOBIKWIK,TRUE,0.555555556
32,22,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 05,MOBIKWIK,TRUE,0.3125
37,16,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 04,MOBIKWIK,TRUE,0.567567568
51,20,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 08,MOBIKWIK,TRUE,0.607843137
25,17,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 07,MOBIKWIK,TRUE,0.32
12,3,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 05,MOBIKWIK,TRUE,0.75
1,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 10,MOBIKWIK,FALSE,0
17,7,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 03,MOBIKWIK,TRUE,0.588235294
23,14,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 02,MOBIKWIK,TRUE,0.391304348
33,21,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 08,MOBIKWIK,TRUE,0.363636364
27,15,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 13,MOBIKWIK,TRUE,0.444444444
27,12,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 06,MOBIKWIK,TRUE,0.555555556
3,1,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 01,MOBIKWIK,TRUE,0.666666667
14,6,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 01,MOBIKWIK,TRUE,0.571428571
13,6,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 09,MOBIKWIK,TRUE,0.538461538
35,26,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 12,MOBIKWIK,TRUE,0.257142857
2,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 22,MOBIKWIK,TRUE,0.5
2,2,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 17,MOBIKWIK,FALSE,0
7,5,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 18,MOBIKWIK,TRUE,0.285714286
4,2,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 18,MOBIKWIK,TRUE,0.5
20,8,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 18,MOBIKWIK,TRUE,0.6
30,13,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 16,MOBIKWIK,TRUE,0.566666667
1,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 05,MOBIKWIK,FALSE,0
1,0,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 21,MOBIKWIK,TRUE,1
1,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 14,MOBIKWIK,FALSE,0
2,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 07,MOBIKWIK,TRUE,0.5
29,17,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 05,MOBIKWIK,TRUE,0.413793103
26,12,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 08,MOBIKWIK,TRUE,0.538461538
24,16,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 05,MOBIKWIK,TRUE,0.333333333
3,0,fanfight,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 13,MOBIKWIK,TRUE,1
17,7,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 13,MOBIKWIK,TRUE,0.588235294
4,3,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 09,MOBIKWIK,TRUE,0.25
4,1,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 04,MOBIKWIK,TRUE,0.75
8,2,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 01,MOBIKWIK,TRUE,0.75
2,1,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 05,MOBIKWIK,TRUE,0.5
7,3,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 10,MOBIKWIK,TRUE,0.571428571
25,10,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 16,MOBIKWIK,TRUE,0.6
8,4,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 19,MOBIKWIK,TRUE,0.5
14,7,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 17,MOBIKWIK,TRUE,0.5
23,15,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 14,MOBIKWIK,TRUE,0.347826087
1,1,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 22,MOBIKWIK,FALSE,0
3,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 04,MOBIKWIK,TRUE,0.666666667
2,0,purplle.com,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 08,MOBIKWIK,TRUE,1
1,0,zivame,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 15,MOBIKWIK,TRUE,1
32,12,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 14,MOBIKWIK,TRUE,0.625
11,6,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 03,MOBIKWIK,TRUE,0.454545455
1,1,purplle.com,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 15,MOBIKWIK,FALSE,0
2,1,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 19,MOBIKWIK,TRUE,0.5
4,2,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 22,MOBIKWIK,TRUE,0.5
18,13,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 02,MOBIKWIK,TRUE,0.277777778
21,14,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 12,MOBIKWIK,TRUE,0.333333333
2,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 07,MOBIKWIK,TRUE,0.5
16,11,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 10,MOBIKWIK,TRUE,0.3125
17,8,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 16,MOBIKWIK,TRUE,0.529411765
5,4,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 17,MOBIKWIK,TRUE,0.2
2,0,zivame,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 00,MOBIKWIK,TRUE,1
2,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 17,MOBIKWIK,TRUE,0.5
1,0,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 18,MOBIKWIK,TRUE,1
8,1,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 02,MOBIKWIK,TRUE,0.875
11,8,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 01,MOBIKWIK,TRUE,0.272727273
6,4,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 01,MOBIKWIK,TRUE,0.333333333
4,2,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 23,MOBIKWIK,TRUE,0.5
2,1,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 00,MOBIKWIK,TRUE,0.5
3,2,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 20,MOBIKWIK,TRUE,0.333333333
1,1,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 20,MOBIKWIK,FALSE,0
1,1,zivame,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 09,MOBIKWIK,FALSE,0
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 17,MOBIKWIK,TRUE,1
1,0,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 18,MOBIKWIK,TRUE,1
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 06,MOBIKWIK,TRUE,1
1,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 11,MOBIKWIK,FALSE,0
1,1,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 22,MOBIKWIK,FALSE,0
1,0,purplle.com,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 02,MOBIKWIK,TRUE,1
1,0,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 23,MOBIKWIK,TRUE,1
1,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 18,MOBIKWIK,FALSE,0
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 11,MOBIKWIK,TRUE,1
1,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 19,MOBIKWIK,FALSE,0
33,21,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 07,MOBIKWIK,TRUE,0.363636364
42,21,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 03,MOBIKWIK,TRUE,0.5
33,26,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 12,MOBIKWIK,TRUE,0.212121212
55,22,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 04,MOBIKWIK,TRUE,0.6
7,1,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 04,MOBIKWIK,TRUE,0.857142857
46,26,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 05,MOBIKWIK,TRUE,0.434782609
31,24,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 08,MOBIKWIK,TRUE,0.225806452
33,21,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 06,MOBIKWIK,TRUE,0.363636364
15,11,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 02,MOBIKWIK,TRUE,0.266666667
22,13,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 10,MOBIKWIK,TRUE,0.409090909
3,2,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 01,MOBIKWIK,TRUE,0.333333333
16,7,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 02,MOBIKWIK,TRUE,0.5625
22,13,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 03,MOBIKWIK,TRUE,0.409090909
26,6,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 16,MOBIKWIK,TRUE,0.769230769
27,10,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 15,MOBIKWIK,TRUE,0.62962963
43,21,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 14,MOBIKWIK,TRUE,0.511627907
12,11,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 16,MOBIKWIK,TRUE,0.083333333
74,50,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 15,MOBIKWIK,TRUE,0.324324324
10,3,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 17,MOBIKWIK,TRUE,0.7
19,11,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 17,MOBIKWIK,TRUE,0.421052632
6,6,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 00,MOBIKWIK,FALSE,0
9,5,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 09,MOBIKWIK,TRUE,0.444444444
24,14,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 10,MOBIKWIK,TRUE,0.416666667
40,19,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 05,MOBIKWIK,TRUE,0.525
31,23,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 06,MOBIKWIK,TRUE,0.258064516
24,15,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 11,MOBIKWIK,TRUE,0.375
10,4,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 06,MOBIKWIK,TRUE,0.6
1,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 13,MOBIKWIK,FALSE,0
40,14,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 10,MOBIKWIK,TRUE,0.65
67,41,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 15,MOBIKWIK,TRUE,0.388059701
1,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 11,MOBIKWIK,FALSE,0
4,2,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 23,MOBIKWIK,TRUE,0.5
30,13,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 15,MOBIKWIK,TRUE,0.566666667
18,13,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 16,MOBIKWIK,TRUE,0.277777778
3,3,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 19,MOBIKWIK,FALSE,0
36,20,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 14,MOBIKWIK,TRUE,0.444444444
20,13,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 14,MOBIKWIK,TRUE,0.35
10,7,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 08,MOBIKWIK,TRUE,0.3
3,2,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 20,MOBIKWIK,TRUE,0.333333333
2,2,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 16,MOBIKWIK,FALSE,0
3,1,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 00,MOBIKWIK,TRUE,0.666666667
14,8,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 02,MOBIKWIK,TRUE,0.428571429
27,15,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 06,MOBIKWIK,TRUE,0.444444444
17,7,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 11,MOBIKWIK,TRUE,0.588235294
24,15,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 07,MOBIKWIK,TRUE,0.375
42,18,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 12,MOBIKWIK,TRUE,0.571428571
8,4,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 08,MOBIKWIK,TRUE,0.5
34,12,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 10,MOBIKWIK,TRUE,0.647058824
20,12,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 14,MOBIKWIK,TRUE,0.4
12,6,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 15,MOBIKWIK,TRUE,0.5
3,0,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 14,MOBIKWIK,TRUE,1
3,0,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 13,MOBIKWIK,TRUE,1
2,2,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 08,MOBIKWIK,FALSE,0
8,4,medlife_prod,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 00,MOBIKWIK,TRUE,0.5
20,16,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-12 09,MOBIKWIK,TRUE,0.2
7,3,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 20,MOBIKWIK,TRUE,0.571428571
11,9,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 11,MOBIKWIK,TRUE,0.181818182
3,2,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 03,MOBIKWIK,TRUE,0.333333333
1,1,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 00,MOBIKWIK,FALSE,0
2,1,purplle.com,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-12 16,MOBIKWIK,TRUE,0.5
2,1,zivame,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-14 21,MOBIKWIK,TRUE,0.5
1,1,zivame,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-14 14,MOBIKWIK,FALSE,0
6,1,fanfight,WALLET,MOBIKWIK,DIRECT_WALLET_DEBIT,2020-02-13 00,MOBIKWIK,TRUE,0.833333333
3,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 17,MOBIKWIK,TRUE,0.666666667
12,7,pharmeasytech,WALLET,MOBIKWIK,REDIRECT_WALLET_DEBIT,2020-02-13 19,MOBIKWIK,TRUE,0.416666667
